sp_id,sp_name,sp_description,sp_user_id,sp_approach,sp_direct_discount_rate,sp_beta,sp_riskless_rate,sp_market_risk_premium,sp_debt_ratio,sp_cost_of_borrowing,sp_working_capital_initial_investment,sp_working_capital_percentage,sp_salvageable_fraction,sp_tax_rate,sp_initial_investment,sp_opportunity_cost,sp_lifetime,sp_salvage_value,sp_depreciation_method_id,sp_tax_credit,sp_other_invest,created_at,updated_at
1,Waste Facility Base Case,15 year waste processing project,,1,0.12,1,0.04,0.08,0.5,0.08,0,0,,0.30,11250000,0,15,0,,0,,2026-03-03 05:13:58.987731,2026-03-03 05:13:58.987731
